platform,type,title,director,cast,country,release_year,rating,duration_minutes,num_seasons,genres,keywords,data_quality
Amazon Prime,TV Show,Mumbai Diaries,,"Mohit Raina, Konkona Sen Sharma, Shreya Dhanwanthary, Sikander Khan, Harpreet Singh, Amit Verma, Abhinav Ranga, Akshay Kohli, Kunj Anand, Pushkaraj Chirputkar, Natasha Bharadwaj, Satyajeet Dubey, Mrunmayee Deshpande, Adithi Kalkunte, Gauri Balaji, Prakash Belawadi, Akshar Kothari, Sucharita Juvekar, Mohini Sharma, Harssh Singh, Mishal Raheja, Tina Desai, Indraneel Bhattacharya, Aditi Gulati, Vasundhara Kaul",,2021,Adult,,1,"Drama, Suspense",mumbai diaries drama suspense,high
Netflix,Movie,Mumbai Matinee,Anant Balani,"Rahul Bose, Vijay Raaz, Anusha Dhandekar, Perizaad Zorabian, Saurabh Shukla, Asrani, Shehzad Khan",India,2003,Teen,116,,"Comedies, International Movies, Romantic Movies",mumbai matinee comedies romantic balani,high
Netflix,Movie,Mumbai Meri Jaan,Nishikant Kamat,"Madhavan, Irrfan Khan, Soha Ali Khan, Paresh Rawal, Kay Kay Menon, Anand Goradia, Vijay Maurya, Vibhavari Deshpande, Santosh Juvekar, Kamlesh Sawant",India,2008,Adult,135,,"Dramas, International Movies",mumbai meri jaan dramas kamat,high
Amazon Prime,Movie,Mumbai Pune Mumbai 3,Satish Rajwade,"Swapnil Joshi, Mukta Barve, Prashant Damle, Mangal Kenkre, Vijay Kenkre, Savita Prabhune",India,2018,Teen,139,,"Comedy, Drama, International",mumbai pune comedy drama rajwade,high
Amazon Prime,Movie,Mumbai Saga,Sanjay Gupta,"John Abraham, Emraan Hashmi, Mahesh Manjrekar, Suniel Shetty, Kajal Agarwal, Pratiek Babbar, Gulshan Grover, Amole Gupte, Rohit Bose Roy",India,2021,Adult,126,,"Action, Drama",mumbai saga action drama gupta,high
Amazon Prime,Movie,Mummy Dearest,White Cross,"Tara Reid, Michael Paré, Lou Ferrigno, Richard Tyson, Nikki Leigh, Quinton Aaron, Ken Davitian",,2018,Adult,95,,"Horror, Suspense",mummy dearest horror suspense cross,high
Netflix,Movie,Munafik 2,Syamsul Yusof,"Syamsul Yusof, Maya Karin, Nasir Bilal Khan, Rahim Razali, Fizz Fairuz, Fauzi Nawawi, Mawi, Ku Faridah",Malaysia,2018,Adult,104,,"Horror Movies, International Movies",munafik horror yusof,high
Amazon Prime,Movie,Mundaasupatti,Ram Kumar,"Vishnu Vishal, Nandita Swetha, Kaali Venkat, Ramdoss, Anandaraj",,2014,General,140,,Comedy,mundaasupatti comedy kumar,high
Netflix,Movie,Mundeyan Ton Bachke Rahin,Navinder Pal Singh,"Roshan Prince, Jassi Gill, Simran Kaur Mundi, Bharti Singh, Anshu Sawhney, Hobby Dhaliwal, Sunita Dhir, Minto, Manoj Sabarwal, Sunny Gill",India,2014,Teen,139,,"Comedies, International Movies, Music & Musicals",mundeyan ton bachke rahin comedies music musicals singh,high
Netflix,Movie,Mundina Nildana,Vinay Bharadwaj,"Praveen Tej, Radhika Narayan, Ananya Kashyap, Ajay Raj, Dattanna, Shankar Ashwath, Kshama Santosh Rai, Diksha Sharma",India,2019,Adult,104,,"Dramas, International Movies, Romantic Movies",mundina nildana dramas romantic bharadwaj,high
Amazon Prime,Movie,Munduvareda Adhyaya,Balu Chandrashekar,"Aditya, Ashika Somashekar",,2021,Teen,103,,"Action, Suspense",munduvareda adhyaya action suspense chandrashekar,high
Netflix,Movie,Mune: Guardian of the Moon,"Alexandre Heboyan, Benoît Philippon","Joshua J. Ballard, Nicole Provost, Trevor Devall, Michael Dobson, Jonathan Love, Davey Grant",France,2014,PG,85,,Children & Family Movies,mune guardian moon children family philippon,high
Amazon Prime,Movie,Munnabhai S.S.C,Sunil Naik,"Pandharinath Kambli, Vijay Chavan, Ramesh Bhatkar, Girish Oak, Kishor Nandlaskar",,2005,General,124,,"Comedy, Drama",munnabhai comedy drama naik,high
Disney+,TV Show,Muppet Babies Show and Tell (Shorts,,"Matt Danner, Melanie Harrison, Ben Diskin, Eric Bauza, Dee Baker, Jessica Dicicco",,2017,Kids,,1,"Animation, Kids",muppet babies tell shorts animation kids,high
Disney+,TV Show,Muppet Moments (Shorts,,,United States,2014,Kids,,1,"Anthology, Comedy, Kids",muppet moments shorts anthology comedy kids,medium
Disney+,Movie,Muppet Treasure Island,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",United States,1996,General,101,,"Action-Adventure, Comedy, Family",muppet treasure island action adventure comedy family henson,high
Disney+,Movie,Muppets Haunted Mansion,Kirk Thatcher,"Dave Goelz, Bill Barretta, Will Arnett, Taraji P. Henson, Yvette Nicole Brown, Darren Criss",,2021,PG,53,,"Comedy, Family, Musical",muppets haunted mansion comedy family musical thatcher,high
Netflix,Movie,Muppets Most Wanted,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Kermit The Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz",United States,2014,PG,110,,"Children & Family Movies, Comedies",muppets most wanted children family comedies bobin,high
Disney+,TV Show,Muppets Now,,"Dave Goelz, Matt Vogel, David Rudman, Peter Linz, Bill Barretta, Eric Jacobson",United States,2020,PG,,1,"Comedy, Family, Lifestyle",muppets now comedy family lifestyle,high
Amazon Prime,Movie,Muqaddar Ka Faisla,,,,1987,Teen,172,,International,muqaddar faisla,medium
Netflix,Movie,Muqaddar ka Faisla,Prakash Mehra,"Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Munim, Pran, Ranjeet, Meenakshi Sheshadri, Akbar Khan",India,1987,Teen,172,,"Action & Adventure, Comedies, Dramas",muqaddar faisla action adventure comedies dramas mehra,high
Netflix,Movie,Muramba,Varun Narvekar,"Mithila Palkar, Amey Wagh, Sachin Khedekar, Chinmayi Sumit",India,2017,Adult,128,,"Comedies, Dramas, International Movies",muramba comedies dramas narvekar,high
Netflix,Movie,Muran,Rajan Madhav,"Prasanna, Cheran, Haripriya, Nikhita, Suma Bhattacharya, Jayaprakash",India,2011,Teen,134,,"Action & Adventure, International Movies",muran action adventure madhav,high
Netflix,TV Show,Murder Among the Mormons,"Jared Hess, Tyler Measom",,United States,2021,Teen,,1,"Crime Tv Shows, Docuseries",murder among mormons crime docuseries measom,high
Amazon Prime,Movie,Murder Bury Win,Michael Lovan,"Mikelen Walker, Erich Lane, Henry Alexander Kelly, Craig Cackowski, Brian Slaten, Michael Lovan, Jake Neri, Amy Everson, Melissa Lagosh",,2021,Adult,91,,"Comedy, Horror, Suspense",murder bury win comedy horror suspense lovan,high
Amazon Prime,TV Show,Murder Call,,"Lucy Bell, Peter Mochrie, Geoff Morrell, Jennifer Kent",,1999,Teen,,2,"Drama, Suspense",murder call drama suspense,high
Amazon Prime,Movie,Murder City Devils - Rock & Roll Won't Wait,MVD,,,2007,Teen,58,,"Documentary, Music Videos And Concerts",murder city devils rock roll won wait documentary music videos concerts mvd,high
Netflix,TV Show,Murder Maps,,Nicholas Day,United Kingdom,2017,Adult,,2,"British Tv Shows, Crime Tv Shows, Docuseries",murder maps british crime docuseries,high
Netflix,TV Show,Murder Mountain,,,United States,2018,Adult,,1,"Crime Tv Shows, Docuseries",murder mountain crime docuseries,medium
Netflix,Movie,Murder Mystery,Kyle Newacheck,"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton, Adeel Akhtar, Luis Gerardo Méndez, Dany Boon, Terence Stamp",United States,2019,Teen,98,,Comedies,murder mystery comedies newacheck,high
Netflix,Movie,Murder Party,Jeremy Saulnier,"Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi",United States,2007,Unrated,79,,"Comedies, Cult Movies, Horror Movies",murder party comedies cult horror saulnier,high
Amazon Prime,Movie,Murder Town,Andreas Prochaska,"Gerhard Liebmann, Simon Hatzl, Ines Honsel, Manuel Sefciuc",,2015,Teen,91,,Suspense,murder town suspense prochaska,high
Amazon Prime,Movie,Murder With Pictures,Charles Barton,"Lew Ayres, Gail Patrick, Paul Kelly, Benny Baker, Ernest Cossart, Onslow Stevens, Joce Compton",,1936,Adult,70,,Suspense,murder pictures suspense barton,high
Amazon Prime,Movie,Murder at My Door,Eric Till,"Judith Light, R.H. Thomson, Johnny Galecki, Laura Harris",,1996,Teen,89,,"Drama, Suspense",murder door drama suspense till,high
Netflix,Movie,Murder by the Coast,Tània Balló,,,2021,Teen,89,,"Documentaries, International Movies",murder coast documentaries balló,high
Amazon Prime,Movie,Murder in Gavea,André Warwar,"Ricardo Duque, Simone Spoladore, Roberto Birindelli, Celso Taddei, Silvio Guindane, Aline Fanju",,2017,Adult,78,,"Drama, Suspense",murder gavea drama suspense warwar,high
Amazon Prime,Movie,Murder in Mind,Robert Bierman,"Charlotte Rampling, Trevor Eve, Steven Mackintosh",,1994,Adult,79,,"Drama, Suspense",murder mind drama suspense bierman,high
Amazon Prime,Movie,Murder in Paradise,Fred Walton,"Kevin Kilner, Maggie Han, Mako Capt., Yuji Okumoto, John Pleshette, Cary-Hiroyuki Tagawa, Barbara Carrera, Kari Lizer, James Pax",,1990,Teen,95,,"Action, Suspense",murder paradise action suspense walton,high
Hulu,TV Show,Murder in the Bayou,,,,2019,Adult,,1,Documentaries,murder bayou documentaries,medium
Amazon Prime,Movie,Murder in the Cove,Megan Wennberg,,,2021,Teen,52,,Documentary,murder cove documentary wennberg,high
Hulu,TV Show,Murder in the First,,,United States,2014,Adult,,3,"Crime, Drama",murder first crime drama,medium
Hulu,TV Show,Murder on the Internet,,,United Kingdom,2017,PG,,1,"Crime, Documentaries",murder internet crime documentaries,medium
Amazon Prime,Movie,Murder on the Orient Express,Sidney Lumet,"Albert Finney, Lauren Bacall, Martin Balsam, Ingrid Bergman, Jacqueline Bisset, Jean-Pierre Cassel, Sean Connery, John Gielgud, Wendy Hiller, Anthony Perkins, Vanessa Redgrave, Rachel Roberts, Richard Widmark, Michael York",,1974,PG,127,,Drama,murder orient express drama lumet,high
Netflix,Movie,Murder to Mercy: The Cyntoia Brown Story,,,United States,2020,Adult,97,,Documentaries,murder mercy cyntoia brown story documentaries,medium
Amazon Prime,Movie,Murder with Music,George P. Quigley,"Bob Howard, Milton Williams",,1941,Unrated,57,,Drama,murder music drama quigley,high
Netflix,TV Show,Murderous Affairs,,,United States,2017,Adult,,3,"Crime Tv Shows, Docuseries",murderous affairs crime docuseries,medium
Amazon Prime,Movie,Murderous Trance,Arto Halonen,"Josh Lucas, Pilou Asbaek",,2018,Teen,102,,"Drama, Suspense",murderous trance drama suspense halonen,high
Amazon Prime,TV Show,Murders in Vienna,,"Harald Krassnitzer, Rafael Haider, Aglaia Szyszkowitz, Thomas Stipsits",,2016,Teen,,1,"Action, Drama, Suspense",murders vienna action drama suspense,high
Amazon Prime,TV Show,Murdertown,,Katherine Kelly,,2019,Adult,,2,"Documentary, Suspense",murdertown documentary suspense,high
Hulu,TV Show,Murdoch Mysteries,,,"Canada, United Kingdom",2008,Teen,,13,"Drama, International, Mystery",murdoch mysteries drama mystery,medium
Amazon Prime,TV Show,Murphy's Law,,"James Nesbitt, Del Synnott, Sarah Berger, Michael Feast",,2007,Adult,,5,Action,murphy law action,high
Netflix,TV Show,Murphy's Law of Love,,"Danson Tang, Chia-Ying Lee, Jolin Chien, Jenna Wang, Meng-Sheng Shen, Wen-Lin Fang, Wei Lin, Phoebe Huang",Taiwan,2015,PG,,1,"International Tv Shows, Romantic Tv Shows, Tv Comedies",murphy law love romantic comedies,high
Amazon Prime,Movie,Musclecar,Dwayne Labbe,"Paul Armstrong, Jacinta Stapleton",,2017,Adult,77,,"Action, Science Fiction",musclecar action science fiction labbe,high
Hulu,TV Show,Mushi-shi,,,Japan,2005,Teen,,1,"Action, Adventure, Anime",mushi shi action adventure anime,medium
Hulu,Movie,Mushoku Tensei: Jobless Reincarnation,,,Japan,2021,Unrated,,,Anime,mushoku tensei jobless reincarnation anime,medium
Amazon Prime,Movie,Music,Sia,"Kate Hudson, Leslie Odom Jr., Maddie Ziegler",,2021,Teen,107,,"Arts, Entertainment, And Culture, Drama",music arts entertainment culture drama sia,high
Amazon Prime,Movie,Music & Murder 2,Greg Galloway,"Mike Rae Anderson, Artricia Rose, Johnna Jeong, Tony Scott, Supa Peach",,2021,Adult,95,,Drama,music murder drama galloway,high
Netflix,Movie,Music Teacher,Sarthak Dasgupta,"Manav Kaul, Amrita Bagchi, Divya Dutta, Neena Gupta, Niharika Lyra Dutt, K.C. Shankar",India,2019,Teen,102,,"Dramas, Independent Movies, International Movies",music teacher dramas independent dasgupta,high
Amazon Prime,TV Show,Music and Sounds with Bonnie Bear Series,,,,2015,General,,1,Kids,music sounds bonnie bear kids,medium
Amazon Prime,Movie,Musical Chairs,Susan Seidelman,"Leah Pipes, Laverne Cox, Priscilla Lopez, E.J. Bonilla",,2011,Teen,100,,"Drama, Romance",musical chairs drama romance seidelman,high
Amazon Prime,TV Show,Mussolini: The Untold Story,,"Robert Downey Jr., George C. Scott, Gabriel Byrne",,2020,Teen,,1,Action,mussolini untold story action,high
Netflix,Movie,Must Be... Love,Dado C. Lumibao,"Kathryn Bernardo, Daniel Padilla, Liza Soberano, John Estrada, John Lapus",Philippines,2013,Teen,106,,"Comedies, Dramas, International Movies",must love comedies dramas lumibao,high
Netflix,Movie,Mustang Island,Craig Elrod,"Macon Blair, Lee Eddy, John Merriman, Byron Brown, Jason Newman",United States,2017,Teen,86,,"Comedies, Dramas, Independent Movies",mustang island comedies dramas independent elrod,high
Amazon Prime,Movie,Mustang Saviors,David Glossberg,Akuyoe Graham,,2021,Teen,100,,Documentary,mustang saviors documentary glossberg,high
Netflix,TV Show,Mutant Busters,,"Dermot Arrigan, James Giblin, Noah Levin, Molly Malcolm, Colin Morgan, Benjamin Nathan-Serio, Alex Wagner, Joshua Zamrycki",Spain,2017,PG,,2,"Kids' Tv, Tv Comedies",mutant busters kids comedies,high
Amazon Prime,Movie,Mutants,Amir Valinia,"Michael Ironside, Louis Herthum, Tony Senzamici",,2008,Adult,84,,"Action, Horror",mutants action horror valinia,high
Netflix,Movie,Mute,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux","Germany, United Kingdom",2018,Adult,127,,"Sci-Fi & Fantasy, Thrillers",mute sci fantasy thrillers jones,high
Netflix,Movie,Mutiny of the Worker Bees,Carlos Morett,"Gustavo Egelhaaf, Alejandro Suárez, Bárbara De Regil, Mauricio Argüelles, César Rodríguez, Fernando Becerril, Anna Carreiro, Carlos Macías, José Sefami, Raquel Garza",Mexico,2020,Adult,94,,"Comedies, International Movies",mutiny worker bees comedies morett,high
Netflix,Movie,Mutiny on the Bounty,"Lewis Milestone, Carol Reed","Marlon Brando, Trevor Howard, Richard Harris, Hugh Griffith, Richard Haydn, Tarita",United States,1962,PG,185,,"Action & Adventure, Classic Movies, Dramas",mutiny bounty action adventure classic dramas reed,high
Netflix,Movie,Muzaffarnagar Baaqi Hai,Nakul Singh Sawhney,,India,2015,Adult,136,,"Documentaries, International Movies",muzaffarnagar baaqi hai documentaries sawhney,high
Amazon Prime,Movie,My 3 Boys,Shorni Hardy,"Harriet Burnette, Ryan Mock Curry, Leaton Mitchell, Latanya Bond, Maquavian Garfield, Makari Garfield, Kelvin Airemen",,2019,Teen,85,,"Drama, Faith And Spirituality, Special Interest",boys drama faith spirituality special interest hardy,high
Hulu,TV Show,My 600-lb Life,,,,2014,PG,,2,"Documentaries, Health & Wellness, Lifestyle & Culture",life documentaries health wellness lifestyle culture,medium
Netflix,Movie,My Amanda,Alessandra de Rossi,"Piolo Pascual, Alessandra De Rossi, Kc Montero, Alex Medina, Jess Mendoza, Helga Krapf, Joyce Ann Burton, Luz Valdez",,2021,Teen,90,,"Dramas, International Movies, Romantic Movies",amanda dramas romantic rossi,high
Netflix,Movie,My Amnesia Girl,Cathy Garcia-Molina,"John Lloyd Cruz, Toni Gonzaga, Carlos Agassi, Ketchup Eusebio, Joross Gamboa, Jm De Guzman, Beatriz Saw, Nico Antonio",Philippines,2010,Teen,105,,"International Movies, Romantic Movies",amnesia girl romantic garcia-molina,high
Amazon Prime,Movie,My Ancestors Were Rogues and Murderers,Anne Troake,,,2005,Teen,55,,Documentary,ancestors were rogues murderers documentary troake,high
Netflix,TV Show,My Babysitter's a Vampire,,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Ari Cohen",Canada,2012,PG,,2,"Kids' Tv, Tv Comedies",babysitter vampire kids comedies,high
Netflix,Movie,My Babysitter's a Vampire: The Movie,Bruce McDonald,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Joe Dinicol, Ella Jonas Farlinger, Ari Cohen, Laura De Carteret, Hrant Alianak",Canada,2010,PG,80,,"Children & Family Movies, Comedies",babysitter vampire children family comedies mcdonald,high
Amazon Prime,Movie,My Beautiful Bride,Chadney Cooles,"Peter Macneill, Jaime Zevallos, Marc Cubelli, Danielle Burgess",,2021,Adult,80,,"Drama, Horror, Suspense",beautiful bride drama horror suspense cooles,high
Netflix,Movie,My Beautiful Broken Brain,"Sophie Robinson, Lotje Sodderland","Sophie Robinson, Lotje Sodderland",United Kingdom,2016,Teen,84,,"Documentaries, International Movies",beautiful broken brain documentaries sodderland,high
Amazon Prime,Movie,My Best Friend,Martín Deus,"Angelo Mutti Spinetta, Lautaro Rodríguez, Mariana Anghileri, Guillermo Pfening",,2018,Adult,92,,"Drama, Lgbtq",best friend drama lgbtq deus,high
Hulu,Movie,My Best Friend's Wedding,,,United States,1997,Teen,105,,"Comedy, Romance",best friend wedding comedy romance,medium
Netflix,Movie,My Big Night,Álex de la Iglesia,"Raphael, Mario Casas, Pepón Nieto, Blanca Suárez, Hugo Silva, Carmen Machi, Luis Callejo, Carlos Areces, Enrique Villén, Santiago Segura, Jaime Ordoñez, Tomás Pozzi, Carolina Bang, Ana Polvorosa, Luis Fernández",Spain,2015,Adult,97,,"Comedies, International Movies, Music & Musicals",big night comedies music musicals iglesia,high
Amazon Prime,Movie,My Bionic Pet,PBS,,,2014,Unrated,53,,Documentary,bionic pet documentary pbs,high
Netflix,Movie,My Birthday Song,Samir Soni,"Sanjay Suri, Nora Fatehi, Zenia Starr, Suparna Krishna, Elena Kazan",India,2018,Teen,92,,"Dramas, International Movies, Thrillers",birthday song dramas thrillers soni,high
Amazon Prime,Movie,My Blind Brother,Sophie Goodhart,"Adam Scott, Nick Kroll, Jenny Slate, Zoe Kazan",,2016,Adult,85,,"Comedy, Drama",blind brother comedy drama goodhart,high
Hulu,Movie,My Bloody Valentine,,,Canada,1981,Adult,101,,"Horror, Thriller",bloody valentine horror thriller,medium
Netflix,Movie,My Boss's Daughter,David Zucker,"Ashton Kutcher, Tara Reid, Jeffrey Tambor, Andy Richter, Michael Madsen, Jon Abrahams, David Koechner, Carmen Electra, Kenan Thompson, Terence Stamp, Molly Shannon",United States,2003,Adult,86,,"Comedies, Romantic Movies",boss daughter comedies romantic zucker,high
Amazon Prime,Movie,My Bossy Girl,Lee Jang Hee,"Lee Elijah, Ji Il Joo, Heo Jung Min, Kim Ki Doo, Lee Jin Yi, Ryu Hye Rin",,2019,Adult,100,,"Comedy, Drama",bossy girl comedy drama hee,high
Amazon Prime,Movie,My Brightest Diamond,,,,2009,Unrated,54,,Music Videos And Concerts,brightest diamond music videos concerts,medium
Netflix,Movie,My Brother ... Nikhil,Onir,"Juhi Chawla, Sanjay Suri, Victor Banerjee, Lillete Dubey, Purab Kohli, Dipannita Sharma, Gautam Kapoor",India,2005,PG,116,,"Dramas, Independent Movies, International Movies",brother nikhil dramas independent onir,high
Amazon Prime,Movie,My Brother's Keeper,Karlton T. Clay,"Nelson J. Davis, Shatareia Stokes, Nicole M. Williams, Jamarious Mccullough",,2021,Adult,97,,"Drama, Suspense",brother keeper drama suspense clay,high
Amazon Prime,Movie,"My Captain, Mr. Underground",Song Chang-su,"Jang So-Hee, Jung Jae-Young, Kim Soo-Ho, Lee Do-Kyung",,2006,Teen,105,,"Comedy, Drama",captain underground comedy drama chang-su,high
Amazon Prime,Movie,My Client's Wife,Prabhakar Meena Bhaskar Pant,"Sharib Hashmi, Anjali Patil, Vishal Om Prakash, Gireesh Sahdev, Mazher Sayed, Depesh Shah, Abhimanyu Singh",,2021,Adult,100,,"Drama, Suspense",client wife drama suspense pant,high
Amazon Prime,Movie,My Country,Andre Ristum,"Rodrigo Santoro, Cauã Reymond, Débora Falabella",,2011,Unrated,92,,Drama,country drama ristum,high
